1.000000e-03  1.708371e-18
1.078972e-03  3.290485e-18
1.164181e-03  5.785574e-18
1.256119e-03  7.829701e-18
1.355318e-03  9.600050e-18
1.462351e-03  1.181258e-17
1.577836e-03  1.452405e-17
1.702441e-03  1.781742e-17
1.836887e-03  2.181662e-17
1.981950e-03  2.666510e-17
2.138469e-03  3.248211e-17
2.307349e-03  3.952651e-17
2.489566e-03  4.785423e-17
2.686173e-03  5.785301e-17
2.898306e-03  6.962971e-17
3.127192e-03  8.356062e-17
3.374153e-03  9.980259e-17
3.640618e-03  1.186717e-16
3.928126e-03  1.404721e-16
4.238339e-03  1.652490e-16
4.573051e-03  1.935033e-16
4.934195e-03  2.246956e-16
5.323860e-03  2.593325e-16
5.744297e-03  2.967218e-16
6.197938e-03  3.367422e-16
6.687403e-03  3.784872e-16
7.215523e-03  4.209560e-16
7.785349e-03  4.630874e-16
8.400176e-03  5.026307e-16
9.063558e-03  5.387475e-16
9.779328e-03  5.682419e-16
1.000000e-02  5.746466e-16
1.025660e-02  5.820063e-16
1.051979e-02  5.894603e-16
1.055162e-02  5.903555e-16
1.078972e-02  5.938358e-16
1.106659e-02  5.978124e-16
1.135056e-02  6.018156e-16
1.138491e-02  6.022948e-16
1.164181e-02  6.025499e-16
1.194054e-02  6.028396e-16
1.224694e-02  6.031295e-16
1.228400e-02  6.031641e-16
1.256119e-02  5.998284e-16
1.288351e-02  5.960634e-16
1.321411e-02  5.923219e-16
1.325410e-02  5.918772e-16
1.355318e-02  5.848465e-16
1.390095e-02  5.769650e-16
1.425765e-02  5.691895e-16
1.430081e-02  5.682689e-16
1.462351e-02  5.577187e-16
1.499875e-02  5.459770e-16
1.538361e-02  5.344827e-16
1.543017e-02  5.331279e-16
1.577836e-02  5.195214e-16
1.618323e-02  5.044930e-16
1.659849e-02  4.898993e-16
1.664873e-02  4.881869e-16
1.702441e-02  4.720475e-16
1.746126e-02  4.543681e-16
1.790931e-02  4.373512e-16
1.796352e-02  4.353643e-16
1.836887e-02  4.179170e-16
1.884021e-02  3.989531e-16
1.932365e-02  3.808495e-16
1.938214e-02  3.787456e-16
1.981950e-02  3.605992e-16
2.032807e-02  3.410468e-16
2.084969e-02  3.225546e-16
2.091279e-02  3.204171e-16
2.138469e-02  3.029651e-16
2.193342e-02  2.842991e-16
2.249624e-02  2.667829e-16
2.256432e-02  2.647672e-16
2.307349e-02  2.485310e-16
2.366556e-02  2.312996e-16
2.427282e-02  2.152630e-16
2.434628e-02  2.134261e-16
2.489566e-02  1.993498e-16
2.553448e-02  1.844893e-16
2.618970e-02  1.707365e-16
2.626896e-02  1.691662e-16
2.686173e-02  1.575394e-16
2.755100e-02  1.453038e-16
2.825796e-02  1.340185e-16
2.834348e-02  1.327324e-16
2.898306e-02  1.237401e-16
2.972676e-02  1.142673e-16
3.048955e-02  1.055203e-16
3.058183e-02  1.045228e-16
3.127192e-02  9.820973e-17
3.207436e-02  9.150392e-17
3.289738e-02  8.525733e-17
3.299695e-02  8.454136e-17
3.374153e-02  8.037256e-17
3.460734e-02  7.588956e-17
3.549537e-02  7.165887e-17
3.560280e-02  7.117045e-17
3.640618e-02  6.900634e-17
3.734036e-02  6.663127e-17
3.829852e-02  6.434138e-17
3.841443e-02  6.407381e-17
3.928126e-02  6.332937e-17
4.028922e-02  6.249849e-17
4.132304e-02  6.168452e-17
4.144811e-02  6.158837e-17
4.238339e-02  6.203128e-17
4.347095e-02  6.254288e-17
4.458642e-02  6.306490e-17
4.472136e-02  6.312783e-17
4.573051e-02  6.445827e-17
4.690395e-02  6.601107e-17
4.810751e-02  6.760630e-17
4.825311e-02  6.779954e-17
4.934195e-02  6.985601e-17
5.060807e-02  7.224106e-17
5.190667e-02  7.468672e-17
5.206377e-02  7.498397e-17
5.323860e-02  7.759421e-17
5.460470e-02  8.066818e-17
5.600586e-02  8.386544e-17
5.617536e-02  8.425524e-17
5.744297e-02  8.736532e-17
5.891696e-02  9.103601e-17
6.042877e-02  9.486244e-17
6.061166e-02  9.532951e-17
6.197938e-02  9.885591e-17
6.356977e-02  1.030193e-16
6.520097e-02  1.073583e-16
6.539831e-02  1.078877e-16
6.687403e-02  1.117648e-16
6.859002e-02  1.163405e-16
7.035004e-02  1.211056e-16
7.056296e-02  1.216867e-16
7.215523e-02  1.257544e-16
7.400673e-02  1.305407e-16
7.590575e-02  1.355113e-16
7.613548e-02  1.361169e-16
7.785349e-02  1.403453e-16
7.985122e-02  1.453077e-16
8.190020e-02  1.504476e-16
8.214808e-02  1.510727e-16
8.400176e-02  1.551982e-16
8.615725e-02  1.600238e-16
8.836805e-02  1.650076e-16
8.863550e-02  1.656126e-16
9.063558e-02  1.695877e-16
9.296129e-02  1.742067e-16
9.534668e-02  1.789700e-16
9.563525e-02  1.795476e-16
9.779328e-02  1.830915e-16
1.003027e-01  1.872046e-16
1.028764e-01  1.914206e-16
1.031878e-01  1.919302e-16
1.055162e-01  1.948911e-16
1.082238e-01  1.983225e-16
1.110008e-01  2.018332e-16
1.113368e-01  2.022577e-16
1.138491e-01  2.044252e-16
1.167705e-01  2.069240e-16
1.197668e-01  2.094736e-16
1.201293e-01  2.097812e-16
1.228400e-01  2.109520e-16
1.259921e-01  2.123205e-16
1.292251e-01  2.137312e-16
1.296162e-01  2.139018e-16
1.325410e-01  2.139891e-16
1.359420e-01  2.141287e-16
1.394303e-01  2.143050e-16
1.398523e-01  2.143259e-16
1.430081e-01  2.131708e-16
1.466776e-01  2.119541e-16
1.504414e-01  2.108161e-16
1.508967e-01  2.106830e-16
1.543017e-01  2.083688e-16
1.582611e-01  2.058546e-16
1.623221e-01  2.034519e-16
1.628134e-01  2.031778e-16
1.664873e-01  1.998338e-16
1.707594e-01  1.962143e-16
1.751411e-01  1.928054e-16
1.756711e-01  1.924079e-16
1.796352e-01  1.881560e-16
1.842446e-01  1.835867e-16
1.889724e-01  1.793481e-16
1.895443e-01  1.788582e-16
1.938214e-01  1.740796e-16
1.987949e-01  1.689801e-16
2.038959e-01  1.643291e-16
2.045130e-01  1.637990e-16
2.091279e-01  1.587912e-16
2.144941e-01  1.535901e-16
2.199981e-01  1.489170e-16
2.206639e-01  1.483893e-16
2.256432e-01  1.436015e-16
2.314332e-01  1.387744e-16
2.373718e-01  1.345188e-16
2.380902e-01  1.340495e-16
2.434628e-01  1.298806e-16
2.497101e-01  1.257852e-16
2.561176e-01  1.223682e-16
2.568928e-01  1.219964e-16
2.626896e-01  1.186783e-16
2.694302e-01  1.156700e-16
2.763438e-01  1.133446e-16
2.771802e-01  1.131019e-16
2.834348e-01  1.110293e-16
2.907078e-01  1.093907e-16
2.981673e-01  1.084037e-16
2.990698e-01  1.083142e-16
3.058183e-01  1.073663e-16
3.136656e-01  1.070464e-16
3.217143e-01  1.075401e-16
3.226880e-01  1.076380e-16
3.299695e-01  1.083550e-16
3.384365e-01  1.097601e-16
3.471208e-01  1.115032e-16
3.481714e-01  1.117724e-16
3.560280e-01  1.137245e-16
3.651636e-01  1.166135e-16
3.745338e-01  1.196525e-16
3.756673e-01  1.200714e-16
3.841443e-01  1.232596e-16
3.940015e-01  1.275773e-16
4.041116e-01  1.321712e-16
4.053346e-01  1.327454e-16
4.144811e-01  1.370853e-16
4.251167e-01  1.424554e-16
4.360252e-01  1.482585e-16
4.373448e-01  1.489727e-16
4.472136e-01  1.543867e-16
4.586891e-01  1.607350e-16
4.704591e-01  1.673217e-16
4.718830e-01  1.681284e-16
4.825311e-01  1.742247e-16
4.949129e-01  1.814460e-16
5.076123e-01  1.889098e-16
5.091486e-01  1.898212e-16
5.206377e-01  1.966878e-16
5.339973e-01  2.046199e-16
5.476997e-01  2.124862e-16
5.493573e-01  2.134558e-16
5.617536e-01  2.207402e-16
5.761683e-01  2.291141e-16
5.909528e-01  2.376379e-16
5.927413e-01  2.386406e-16
6.061166e-01  2.461237e-16
6.216696e-01  2.546629e-16
6.376217e-01  2.635678e-16
6.395515e-01  2.646024e-16
6.539831e-01  2.723687e-16
6.707643e-01  2.814085e-16
6.879761e-01  2.900853e-16
6.900583e-01  2.911158e-16
7.056296e-01  2.988391e-16
7.237361e-01  3.073752e-16
7.423072e-01  3.158561e-16
7.445538e-01  3.168837e-16
7.613548e-01  3.245760e-16
7.808912e-01  3.329915e-16
8.009289e-01  3.408791e-16
8.033530e-01  3.417372e-16
8.214808e-01  3.481402e-16
8.425600e-01  3.556706e-16
8.641801e-01  3.622578e-16
8.667956e-01  3.630687e-16
8.863550e-01  3.691129e-16
9.090989e-01  3.754890e-16
9.324264e-01  3.819590e-16
9.352484e-01  3.826570e-16
9.563525e-01  3.878509e-16
9.808925e-01  3.929487e-16
1.006062e+00  3.977888e-16
1.009107e+00  3.983050e-16
1.031878e+00  4.021371e-16
1.058356e+00  4.056984e-16
1.085513e+00  4.090810e-16
1.088799e+00  4.094084e-16
1.113368e+00  4.118339e-16
1.141937e+00  4.136751e-16
1.171239e+00  4.154150e-16
1.174784e+00  4.155810e-16
1.201293e+00  4.168090e-16
1.232118e+00  4.175103e-16
1.263734e+00  4.180577e-16
1.267559e+00  4.180182e-16
1.296162e+00  4.177264e-16
1.329421e+00  4.170390e-16
1.363534e+00  4.159122e-16
1.367661e+00  4.157140e-16
1.398523e+00  4.142535e-16
1.434409e+00  4.124895e-16
1.471216e+00  4.100967e-16
1.475668e+00  4.097903e-16
1.508967e+00  4.075349e-16
1.547687e+00  4.048707e-16
1.587401e+00  4.019386e-16
1.592205e+00  4.015680e-16
1.628134e+00  3.988419e-16
1.669912e+00  3.956354e-16
1.712762e+00  3.923657e-16
1.717946e+00  3.919718e-16
1.756711e+00  3.890755e-16
1.801789e+00  3.858152e-16
1.848023e+00  3.827226e-16
1.895443e+00  3.796028e-16
1.944080e+00  3.766171e-16
1.993965e+00  3.737144e-16
2.045130e+00  3.710837e-16
2.097608e+00  3.681026e-16
2.151433e+00  3.658063e-16
2.206639e+00  3.636515e-16
2.263261e+00  3.616735e-16
2.321337e+00  3.599241e-16
2.380902e+00  3.582211e-16
2.441996e+00  3.566180e-16
2.504658e+00  3.550465e-16
