# EMInverseComptonScattering cumulative differential rate
# photon field: cosmic infrared and optical background radiation model of Finke et al. 2010 (Model C)
# log10(E/eV), d(1/lambda)/ds_kin [1/Mpc/eV^2] for log10(s_kin/eV^2) as given in first row
0.00	7.7	7.8	7.9	8	8.1	8.2	8.3	8.4	8.5	8.6	8.7	8.8	8.9	9	9.1	9.2	9.3	9.4	9.5	9.6	9.7	9.8	9.9	10	10.1	10.2	10.3	10.4	10.5	10.6	10.7	10.8	10.9	11	11.1	11.2	11.3	11.4	11.5	11.6	11.7	11.8	11.9	12	12.1	12.2	12.3	12.4	12.5	12.6	12.7	12.8	12.9	13	13.1	13.2	13.3	13.4	13.5	13.6	13.7	13.8	13.9	14	14.1	14.2	14.3	14.4	14.5	14.6	14.7	14.8	14.9	15	15.1	15.2	15.3	15.4	15.5	15.6	15.7	15.8	15.9	16	16.1	16.2	16.3	16.4	16.5	16.6	16.7	16.8	16.9	17	17.1	17.2	17.3	17.4	17.5	17.6	17.7	17.8	17.9	18	18.1	18.2	18.3	18.4	18.5	18.6	18.7	18.8	18.9	19	19.1	19.2	19.3	19.4	19.5	19.6	19.7	19.8	19.9	20	20.1	20.2	20.3	20.4	20.5	20.6	20.7	20.8	20.9	21	21.1	21.2	21.3	21.4	21.5	21.6	21.7	21.8	21.9	22	22.1	22.2	22.3	22.4	22.5	22.6	22.7	22.8	22.9	23
10.00	0.0113166	0.0538742	0.132137	0.247456	0.396195	0.568697	0.750139	0.923449	1.07351	1.19053	1.27182	1.32156	1.34848	1.3623	1.37048	1.37702	1.38325	1.38923	1.39466	1.39924	1.40289	1.4057	1.40794	1.40993	1.41191	1.41399	1.41613	1.41821	1.42009	1.42167	1.42289	1.42373	1.42428	1.4246	1.42478	1.42488	1.42494	1.42497	1.42498	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499	1.42499
10.05	0.00724288	0.0438634	0.11267	0.216676	0.354986	0.521099	0.702776	0.883872	1.04808	1.18289	1.28213	1.34685	1.38395	1.4032	1.41349	1.42055	1.42687	1.433	1.43875	1.44377	1.44788	1.45108	1.45356	1.45563	1.45759	1.45962	1.46172	1.46384	1.46582	1.46755	1.46894	1.46995	1.47063	1.47104	1.47128	1.47141	1.47148	1.47152	1.47155	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156	1.47156
10.10	0	0.0301409	0.0899644	0.182513	0.30909	0.466193	0.644499	0.829668	1.00517	1.15641	1.274	1.35552	1.40534	1.43228	1.4461	1.45428	1.46082	1.46704	1.47301	1.47843	1.48301	1.48664	1.48944	1.49167	1.49365	1.49562	1.49768	1.4998	1.50185	1.5037	1.50525	1.50644	1.50726	1.50779	1.5081	1.50827	1.50836	1.50842	1.50845	1.50846	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847	1.50847
10.15	0	0.0145125	0.0659612	0.14731	0.261456	0.407532	0.579225	0.764628	0.948014	1.11351	1.24896	1.34849	1.41331	1.45045	1.4697	1.47998	1.48704	1.49336	1.49948	1.50521	1.51023	1.51433	1.51751	1.51998	1.52204	1.52399	1.52599	1.52808	1.53016	1.53212	1.53381	1.53517	1.53615	1.53681	1.53721	1.53743	1.53756	1.53763	1.53767	1.53769	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377	1.5377
10.20	0	0	0.0420176	0.112733	0.214293	0.347967	0.510339	0.692296	0.879803	1.05668	1.20864	1.32656	1.40822	1.45807	1.48502	1.49884	1.50702	1.51355	1.51976	1.52572	1.53113	1.53569	1.53931	1.5421	1.54432	1.54628	1.54824	1.55028	1.55236	1.55438	1.5562	1.55772	1.55887	1.55967	1.56017	1.56047	1.56063	1.56072	1.56077	1.5608	1.56081	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082	1.56082
10.25	0	0	0.0190992	0.0799021	0.169162	0.2897	0.440669	0.615872	0.803612	0.988426	1.15471	1.29055	1.39024	1.45511	1.49226	1.51151	1.52179	1.52883	1.53514	1.54125	1.54697	1.55198	1.55606	1.55923	1.56169	1.56373	1.56566	1.56765	1.56971	1.57176	1.57367	1.57533	1.57665	1.5776	1.57823	1.57861	1.57882	1.57894	1.57901	1.57904	1.57906	1.57907	1.57907	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908	1.57908
10.30	0	0	0	0.0495099	0.127095	0.234336	0.372481	0.538168	0.722415	0.911379	1.0891	1.24149	1.3596	1.44133	1.49119	1.51813	1.53195	1.54011	1.54663	1.55284	1.55879	1.56418	1.56872	1.57233	1.5751	1.5773	1.57925	1.58119	1.5832	1.58525	1.58723	1.58901	1.59048	1.59159	1.59236	1.59284	1.59312	1.59328	1.59337	1.59341	1.59344	1.59345	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346	1.59346
10.35	0	0	0	0.0219925	0.0886953	0.182943	0.307508	0.461555	0.638958	0.828155	1.01385	1.18061	1.31667	1.41643	1.48132	1.51846	1.53769	1.54796	1.555	1.5613	1.5674	1.5731	1.57809	1.58215	1.58531	1.58775	1.58977	1.59168	1.59364	1.59567	1.59768	1.59955	1.60116	1.60243	1.60335	1.60395	1.60431	1.60452	1.60463	1.60469	1.60472	1.60474	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475	1.60475
10.40	0	0	0	0	0.0542355	0.136152	0.246971	0.387929	0.555695	0.741369	0.93123	1.10945	1.26209	1.3803	1.46204	1.5119	1.53882	1.55262	1.56078	1.56728	1.57347	1.57941	1.58478	1.5893	1.59289	1.59564	1.59783	1.59975	1.60166	1.60364	1.60565	1.60759	1.60932	1.61074	1.61181	1.61255	1.613	1.61327	1.61342	1.61349	1.61354	1.61356	1.61357	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358	1.61358
