# EMInverseComptonScattering cumulative differential rate
# photon field: cosmic infrared and optical background radiation model of Gilmore et al. 2012 (Evolving dust model, arXiv:1104.0671)
# log10(E/eV), d(1/lambda)/ds_kin [1/Mpc/eV^2] for log10(s_kin/eV^2) as given in first row
0.00	6.7	6.8	6.9	7	7.1	7.2	7.3	7.4	7.5	7.6	7.7	7.8	7.9	8	8.1	8.2	8.3	8.4	8.5	8.6	8.7	8.8	8.9	9	9.1	9.2	9.3	9.4	9.5	9.6	9.7	9.8	9.9	10	10.1	10.2	10.3	10.4	10.5	10.6	10.7	10.8	10.9	11	11.1	11.2	11.3	11.4	11.5	11.6	11.7	11.8	11.9	12	12.1	12.2	12.3	12.4	12.5	12.6	12.7	12.8	12.9	13	13.1	13.2	13.3	13.4	13.5	13.6	13.7	13.8	13.9	14	14.1	14.2	14.3	14.4	14.5	14.6	14.7	14.8	14.9	15	15.1	15.2	15.3	15.4	15.5	15.6	15.7	15.8	15.9	16	16.1	16.2	16.3	16.4	16.5	16.6	16.7	16.8	16.9	17	17.1	17.2	17.3	17.4	17.5	17.6	17.7	17.8	17.9	18	18.1	18.2	18.3	18.4	18.5	18.6	18.7	18.8	18.9	19	19.1	19.2	19.3	19.4	19.5	19.6	19.7	19.8	19.9	20	20.1	20.2	20.3	20.4	20.5	20.6	20.7	20.8	20.9	21	21.1	21.2	21.3	21.4	21.5	21.6	21.7	21.8	21.9	22	22.1	22.2	22.3	22.4	22.5	22.6	22.7	22.8	22.9	23
10.00	0	2.14623e-05	0.000103789	0.000312666	0.000803864	0.00195102	0.00452534	0.010083	0.0214498	0.0434188	0.0828263	0.148219	0.2486	0.391162	0.578909	0.805987	1.05596	1.30399	1.52435	1.69985	1.82569	1.90874	1.96034	1.99106	2.00894	2.01959	2.02656	2.03173	2.03578	2.03897	2.04145	2.04354	2.04525	2.04694	2.04883	2.05094	2.05316	2.05535	2.05731	2.05892	2.06017	2.06106	2.06165	2.06202	2.06225	2.06238	2.06247	2.06252	2.06255	2.06256	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257	2.06257
10.05	0	1.45829e-05	7.7761e-05	0.000230546	0.000571791	0.00135347	0.00312297	0.00696512	0.0150548	0.0310738	0.0608651	0.112247	0.194154	0.314743	0.480087	0.689003	0.93051	1.18318	1.4204	1.6196	1.76982	1.87281	1.93864	1.97861	2.00207	2.0158	2.02424	2.03017	2.03473	2.03832	2.04114	2.04339	2.04526	2.04691	2.04869	2.05069	2.05286	2.05508	2.05716	2.05893	2.06035	2.0614	2.06212	2.06259	2.06287	2.06304	2.06315	2.06321	2.06325	2.06327	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328	2.06328
10.10	0	1.59086e-06	5.37777e-05	0.00016601	0.000410235	0.000945653	0.0021521	0.00480652	0.0104711	0.0219729	0.0441052	0.0836955	0.149278	0.249841	0.392563	0.580436	0.807599	1.05761	1.30566	1.526	1.70147	1.82729	1.91031	1.96189	1.99258	2.01046	2.0211	2.02805	2.03321	2.03726	2.04044	2.04292	2.04499	2.0467	2.04838	2.05026	2.05235	2.05455	2.05671	2.05863	2.06021	2.06143	2.0623	2.06287	2.06323	2.06345	2.06357	2.06365	2.0637	2.06373	2.06374	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375	2.06375
10.15	0	0	2.84935e-05	0.000114953	0.000293596	0.000665643	0.00148773	0.00331225	0.00722829	0.015414	0.0315518	0.0614811	0.113012	0.195068	0.315791	0.481246	0.69024	0.931791	1.18447	1.42167	1.62085	1.77103	1.87398	1.93979	1.97973	2.00318	2.01689	2.02532	2.03124	2.0358	2.03938	2.04219	2.04443	2.04629	2.04793	2.0497	2.05168	2.05383	2.05602	2.05806	2.05981	2.06119	2.06221	2.06291	2.06336	2.06363	2.06379	2.06389	2.06395	2.06398	2.064	2.06401	2.06401	2.06401	2.06401	2.06401	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402	2.06402
10.20	0	0	2.59429e-06	7.41047e-05	0.000205361	0.000471707	0.00103482	0.00227876	0.00498423	0.0107159	0.022303	0.0445377	0.0842429	0.149944	0.25062	0.393437	0.58138	0.808583	1.05861	1.30663	1.52695	1.70237	1.82815	1.91113	1.96268	1.99335	2.01121	2.02184	2.02878	2.03393	2.03797	2.04114	2.04361	2.04568	2.04737	2.04904	2.05091	2.05298	2.05515	2.05727	2.05916	2.0607	2.06189	2.06272	2.06328	2.06362	2.06382	2.06394	2.06402	2.06406	2.06409	2.0641	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411	2.06411
10.25	0	0	0	3.71945e-05	0.000138464	0.000333289	0.000724627	0.00157228	0.00343185	0.0073943	0.0156407	0.031853	0.061869	0.113493	0.19564	0.316444	0.481961	0.690992	0.932552	1.18521	1.42238	1.6215	1.77164	1.87454	1.94031	1.98023	2.00365	2.01735	2.02577	2.03167	2.03622	2.03979	2.04259	2.04482	2.04667	2.0483	2.05006	2.05202	2.05414	2.05629	2.0583	2.06	2.06134	2.06233	2.063	2.06343	2.06369	2.06384	2.06393	2.06399	2.06402	2.06404	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405	2.06405
10.30	0	0	0	3.23089e-06	8.70333e-05	0.000230196	0.000510396	0.00109103	0.00235886	0.00509639	0.0108705	0.022511	0.04481	0.0845869	0.150361	0.251104	0.393974	0.58195	0.809162	1.05917	1.30716	1.52741	1.70278	1.8285	1.91143	1.96295	1.99359	2.01143	2.02204	2.02897	2.03411	2.03814	2.0413	2.04376	2.04581	2.04749	2.04915	2.051	2.05304	2.05517	2.05726	2.0591	2.0606	2.06175	2.06255	2.06308	2.06341	2.0636	2.06371	2.06378	2.06382	2.06385	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386	2.06386
10.35	0	0	0	0	4.27298e-05	0.000153272	0.000358231	0.000761768	0.00162571	0.0035073	0.00749904	0.0157834	0.0320426	0.0621127	0.113794	0.195996	0.316844	0.482391	0.69143	0.932973	1.18559	1.4227	1.62176	1.77182	1.87467	1.94039	1.98027	2.00367	2.01735	2.02575	2.03164	2.03618	2.03974	2.04252	2.04474	2.04658	2.0482	2.04993	2.05187	2.05395	2.05606	2.05802	2.05968	2.06098	2.06193	2.06257	2.06298	2.06322	2.06336	2.06345	2.0635	2.06353	2.06355	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356	2.06356
10.40	0	0	0	0	3.63619e-06	9.5135e-05	0.000245754	0.000534713	0.00112651	0.00240935	0.00516711	0.0109678	0.022642	0.0449811	0.084802	0.15062	0.2514	0.394295	0.582279	0.809475	1.05944	1.30737	1.52755	1.70284	1.82848	1.91136	1.96283	1.99344	2.01125	2.02184	2.02876	2.03388	2.03789	2.04104	2.04348	2.04552	2.04719	2.04883	2.05065	2.05266	2.05475	2.05679	2.05858	2.06003	2.06114	2.06191	2.06241	2.06272	2.0629	2.063	2.06307	2.06311	2.06313	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314	2.06314
