# redshift	 global evolution factor
0.00	1.0000e+00
0.20	8.9352e-01
0.40	7.7895e-01
0.60	6.6469e-01
0.80	5.5568e-01
1.00	4.5580e-01
1.20	3.7295e-01
1.40	3.0318e-01
1.60	2.4470e-01
1.80	1.9875e-01
2.00	1.6309e-01
2.20	1.3447e-01
2.40	1.1146e-01
2.60	9.2705e-02
2.80	7.7264e-02
3.00	6.4557e-02
3.20	5.4053e-02
3.40	4.5277e-02
3.60	3.7879e-02
3.80	3.1593e-02
4.00	2.6210e-02
4.20	2.1567e-02
4.40	1.7476e-02
4.60	1.4124e-02
4.80	1.1106e-02
5.00	8.6377e-03
