# redshift	 global evolution factor
0.00	1.0000e+00
0.01	9.7146e-01
0.03	9.6757e-01
0.04	9.6158e-01
0.05	9.5929e-01
0.20	9.0946e-01
0.40	8.4289e-01
0.50	8.0724e-01
0.60	7.7016e-01
0.80	7.0124e-01
1.00	6.3432e-01
1.25	5.5185e-01
1.50	4.7325e-01
2.00	3.2917e-01
2.50	2.1557e-01
3.00	1.3541e-01
4.00	5.0097e-02
5.00	1.7209e-02
6.00	5.8619e-03
7.00	2.3661e-08
