# redshift	 global evolution factor
0.00	1.0000e+00
0.01	9.9832e-01
0.03	9.9456e-01
0.05	9.9042e-01
0.10	9.7968e-01
0.20	9.5693e-01
0.30	9.3310e-01
0.40	9.0523e-01
0.50	8.7043e-01
0.60	8.3045e-01
0.80	7.3325e-01
1.00	5.9604e-01
1.25	4.4646e-01
1.50	3.2971e-01
2.00	1.7240e-01
2.50	8.4286e-02
3.00	3.6908e-02
3.90	1.8205e-03
