#Wavelength (ang), flux at z=0.0,0.015,0.025,0.044,0.05,0.2,0.4,0.5,0.6,0.8,1.0,1.25,1.5,2.0,2.5,3.0,4.0,5.0,6.0,7.0
     100.00000   2.9273530e-15   4.2049045e-15       0.0000000   2.3203717e-15       0.0000000       0.0000000       0.0000000   1.1717345e-14       0.0000000       0.0000000   3.1581074e-14       0.0000000   5.8001728e-14   7.1680806e-14       0.0000000   1.0186041e-13   9.1243426e-14       0.0000000   6.1773548e-14   4.2394037e-09
       115.08004   4.1142259e-13   4.1480389e-13   4.1946002e-13   4.6211968e-13   4.7311982e-13   8.2625047e-13   1.8596229e-12   2.4302388e-12   3.1024706e-12   5.4506920e-12   8.5967446e-12   1.3216248e-11   1.7876374e-11   2.7566636e-11   3.9114968e-11   4.5402590e-11   4.9396994e-11   4.7549441e-11   5.7630585e-11   3.2011408e-09
       132.43415   8.6980270e-13   8.8752177e-13   9.1084690e-13   1.0069217e-12   1.0354151e-12   1.9227736e-12   3.8585596e-12   5.1570020e-12   6.7712728e-12   1.1320070e-11   1.7206313e-11   2.4920561e-11   3.2848370e-11   5.0472403e-11   6.7142288e-11   7.5152058e-11   7.9920295e-11   8.2965366e-11   6.7167385e-11   2.4171565e-09
       152.75661   1.7025770e-12   1.7369850e-12   1.7816681e-12   1.9435954e-12   1.9868703e-12   3.4539467e-12   6.7902027e-12   8.9510607e-12   1.1460377e-11   1.8178918e-11   2.6109668e-11   3.6609442e-11   4.7594770e-11   7.0065276e-11   8.9257733e-11   9.8671840e-11   1.0760078e-10   9.5954165e-11   7.6517526e-11   1.8167902e-09
       175.79236   2.7625482e-12   2.8207086e-12   2.8985814e-12   3.1352047e-12   3.1993199e-12   5.4571496e-12   1.0217797e-11   1.3169488e-11   1.6477371e-11   2.4837885e-11   3.4671206e-11   4.7658409e-11   6.0748721e-11   8.6027540e-11   1.0776738e-10   1.2108531e-10   1.2205420e-10   1.0835456e-10   8.5522740e-11   1.3718441e-09
       202.30192   3.9130298e-12   3.9917685e-12   4.1088469e-12   4.4293196e-12   4.5208512e-12   7.5629233e-12   1.3561538e-11   1.7172749e-11   2.1176393e-11   3.1174759e-11   4.2755908e-11   5.7716636e-11   7.2384260e-11   1.0110670e-10   1.2680758e-10   1.3806090e-10   1.3923167e-10   1.2423288e-10   1.0424273e-10   1.0358688e-09
       232.80913   8.0193349e-12   8.1830148e-12   8.4097397e-12   9.1598966e-12   9.3249194e-12   1.5340548e-11   2.8318594e-11   3.6041805e-11   4.3962680e-11   6.4910944e-11   9.1608909e-11   1.2934436e-10   1.7175739e-10   2.4765042e-10   3.3176965e-10   3.9362047e-10   4.5406294e-10   4.7864930e-10   1.1637181e-09   7.8217652e-10
       268.53445   2.4415180e-11   2.4977175e-11   2.5861500e-11   2.8430896e-11   2.9045884e-11   4.9980520e-11   9.7210672e-11   1.2487902e-10   1.5550308e-10   2.4095538e-10   3.5861705e-10   5.3352007e-10   7.2691631e-10   1.1117324e-09   1.5603318e-09   1.9127119e-09   2.3683434e-09   2.9380532e-09   4.8649242e-09   5.8790178e-10
       309.02954   4.7671866e-11   4.8880726e-11   5.0849970e-11   5.5449740e-11   5.6757179e-11   1.0238459e-10   1.9255793e-10   2.4973337e-10   3.1892183e-10   5.0741461e-10   7.4989185e-10   1.0999864e-09   1.4725218e-09   2.3202344e-09   3.1888850e-09   3.8380108e-09   4.8395293e-09   6.2358948e-09   4.8509127e-09   4.4392006e-10
       355.63132   7.1930128e-11   7.3844465e-11   7.6941050e-11   8.3993072e-11   8.6015574e-11   1.5205988e-10   2.8796290e-10   3.7848247e-10   4.8628438e-10   7.6477359e-10   1.1101032e-09   1.6067135e-09   2.1822638e-09   3.4426258e-09   4.6468926e-09   5.6340834e-09   7.3316036e-09   7.5075023e-09   7.7854772e-09   3.3520059e-10
       409.26066   1.0089736e-10   1.0348116e-10   1.0768273e-10   1.1715504e-10   1.1990850e-10   2.1354607e-10   4.0796365e-10   5.3577062e-10   6.8704526e-10   1.0646204e-09   1.5379789e-09   2.2586905e-09   3.0894902e-09   4.8942020e-09   6.6715243e-09   8.1760815e-09   1.0359458e-08   1.1189846e-08   1.0334031e-08   2.5310736e-10
       470.97733   1.3014680e-10   1.3352262e-10   1.3907868e-10   1.5127156e-10   1.5491642e-10   2.7701835e-10   5.2313661e-10   6.8384085e-10   8.7274728e-10   1.3462936e-09   1.9514985e-09   2.8718395e-09   3.9356132e-09   6.2833516e-09   8.5936191e-09   1.0691763e-08   1.3437361e-08   1.4030947e-08   1.1635250e-08   1.9111940e-10
       543.25033   1.6308228e-10   1.6730381e-10   1.7421899e-10   1.8940016e-10   1.9389274e-10   3.4386018e-10   6.4044878e-10   8.3617381e-10   1.0693387e-09   1.6502634e-09   2.3910993e-09   3.5407330e-09   4.8919992e-09   7.8566341e-09   1.0901394e-08   1.3495535e-08   1.7226259e-08   1.7193527e-08   1.6103126e-08   1.4364972e-10
       625.17269   1.9997766e-10   2.0508508e-10   2.1337162e-10   2.3164535e-10   2.3711935e-10   4.1730896e-10   7.7455772e-10   1.0121285e-09   1.2936271e-09   1.9931631e-09   2.9060547e-09   4.3494497e-09   6.0439675e-09   9.8542467e-09   1.3756090e-08   1.7270448e-08   2.1863437e-08   2.2577075e-08   1.9418389e-08   1.0846878e-10
       719.44898   2.3556484e-10   2.4152034e-10   2.5125383e-10   2.7243701e-10   2.7885181e-10   4.8807015e-10   9.0279323e-10   1.1781793e-09   1.5049498e-09   2.3204182e-09   3.3907309e-09   5.1019023e-09   7.1250556e-09   1.1651198e-08   1.6357508e-08   2.0512458e-08   2.6124577e-08   2.6106091e-08   2.0831795e-08   8.1903936e-11
       827.94216   2.6455641e-10   2.7116451e-10   2.8207419e-10   3.0552718e-10   3.1272443e-10   5.4374886e-10   1.0011692e-09   1.3035482e-09   1.6598991e-09   2.5522522e-09   3.7393488e-09   5.6276501e-09   7.8273004e-09   1.2759446e-08   1.7805973e-08   2.2212923e-08   2.8066789e-08   2.6768705e-08   1.9488682e-08   6.1845026e-11
       954.99259   3.7909887e-10   3.8897191e-10   4.0195893e-10   4.3818382e-10   4.4728461e-10   7.8394576e-10   1.4707758e-09   1.9169997e-09   2.4527733e-09   3.8246417e-09   5.6890220e-09   8.8908351e-09   1.3008372e-08   2.2565495e-08   3.2794634e-08   4.2983938e-08   5.5866032e-08   5.4874535e-08   9.0911925e-08   4.6484137e-11
       1099.0058   7.0052478e-10   7.1851844e-10   7.4459670e-10   8.1217488e-10   8.3032096e-10   1.4957684e-09   2.7989029e-09   3.6768351e-09   4.7257610e-09   7.4431184e-09   1.1434324e-08   1.8578693e-08   2.7657476e-08   4.9272771e-08   7.2616154e-08   9.2537286e-08   1.1771029e-07   1.3338899e-07   1.1199660e-07   3.5099811e-11
       1264.7363   1.0315719e-09   1.0587269e-09   1.1018641e-09   1.1991525e-09   1.2274324e-09   2.1746612e-09   4.0378905e-09   5.2926558e-09   6.8216642e-09   1.0964644e-08   1.6963647e-08   2.7154617e-08   3.9691598e-08   6.8341567e-08   9.6255364e-08   1.1850388e-07   1.4535288e-07   1.3813717e-07   8.4526063e-08   2.6503594e-11
       1455.4591   1.2839305e-09   1.3170262e-09   1.3702261e-09   1.4865628e-09   1.5210849e-09   2.6544610e-09   4.9181011e-09   6.4877811e-09   8.4185481e-09   1.3565456e-08   2.0676267e-08   3.2124201e-08   4.5597185e-08   7.4438089e-08   1.0048901e-07   1.1951302e-07   1.3773323e-07   1.0654653e-07   6.5163338e-08   2.0012658e-11
       1674.9429   1.4560479e-09   1.4926700e-09   1.5525588e-09   1.6797467e-09   1.7185339e-09   2.9740922e-09   5.5629378e-09   7.3547536e-09   9.5188444e-09   1.5116933e-08   2.2463412e-08   3.3755757e-08   4.6427923e-08   7.1904241e-08   9.3500087e-08   1.1030164e-07   1.0973017e-07   8.1120132e-08   4.7160206e-08   1.5111402e-11
