# EMDoublePairProduction cumulative differential rate
# photon field: CMB
# log10(E/eV), d(1/lambda)/ds_kin [1/Mpc/eV^2] for log10(s_kin/eV^2) as given in first row
0.00	12.7	12.8	12.9	13	13.1	13.2	13.3	13.4	13.5	13.6	13.7	13.8	13.9	14	14.1	14.2	14.3	14.4	14.5	14.6	14.7	14.8	14.9	15	15.1	15.2	15.3	15.4	15.5	15.6	15.7	15.8	15.9	16	16.1	16.2	16.3	16.4	16.5	16.6	16.7	16.8	16.9	17	17.1	17.2	17.3	17.4	17.5	17.6	17.7	17.8	17.9	18	18.1	18.2	18.3	18.4	18.5	18.6	18.7	18.8	18.9	19	19.1	19.2	19.3	19.4	19.5	19.6	19.7	19.8	19.9	20	20.1	20.2	20.3	20.4	20.5	20.6	20.7	20.8	20.9	21	21.1	21.2	21.3	21.4	21.5	21.6	21.7	21.8	21.9	22	22.1	22.2	22.3	22.4	22.5	22.6	22.7	22.8	22.9	23
13.05	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186	1.13016e-186
13.10	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167	2.89952e-167
13.15	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150	5.56664e-150
13.20	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134	1.36538e-134
13.25	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121	6.90304e-121
13.30	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108	1.10389e-108
13.35	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98	8.19403e-98
13.40	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88	3.98059e-88
13.45	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79	1.72057e-79
13.50	8.70198e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72	8.702e-72
13.55	6.56845e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65	6.56855e-65
13.60	9.17793e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59	9.1788e-59
13.65	2.87042e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53	2.87184e-53
