# Photo-pion interaction rate for the cosmic infrared and optical background radiation model of Kneiske et al. 2004
#  (redshift dependent)z	log10(gamma)	1/lambda_proton [1/Mpc]	1/lambda_neutron [1/Mpc]
1.10	15.52	2.043807e-05	1.973858e-05
1.10	15.56	1.564593e-05	1.509569e-05
1.10	15.60	1.188197e-05	1.145380e-05
1.10	15.64	8.933499e-06	8.601472e-06
1.10	15.68	6.654456e-06	6.402447e-06
1.10	15.72	4.915033e-06	4.724023e-06
1.10	15.76	3.589887e-06	3.446820e-06
1.10	15.80	2.598001e-06	2.492130e-06
1.10	15.84	1.858490e-06	1.780316e-06
1.10	15.88	1.310294e-06	1.253514e-06
1.10	15.92	9.082834e-07	8.672404e-07
1.10	15.96	6.135655e-07	5.841630e-07
1.10	16.00	3.993655e-07	3.786081e-07
1.20	6.00	0.000000e+00	0.000000e+00
1.20	6.04	0.000000e+00	0.000000e+00
1.20	6.08	0.000000e+00	0.000000e+00
1.20	6.12	0.000000e+00	0.000000e+00
1.20	6.16	0.000000e+00	0.000000e+00
1.20	6.20	0.000000e+00	0.000000e+00
1.20	6.24	0.000000e+00	0.000000e+00
1.20	6.28	0.000000e+00	0.000000e+00
1.20	6.32	0.000000e+00	0.000000e+00
1.20	6.36	0.000000e+00	0.000000e+00
1.20	6.40	0.000000e+00	0.000000e+00
1.20	6.44	0.000000e+00	0.000000e+00
1.20	6.48	0.000000e+00	0.000000e+00
1.20	6.52	0.000000e+00	0.000000e+00
1.20	6.56	0.000000e+00	0.000000e+00
1.20	6.60	0.000000e+00	0.000000e+00
1.20	6.64	0.000000e+00	0.000000e+00
1.20	6.68	0.000000e+00	0.000000e+00
1.20	6.72	0.000000e+00	0.000000e+00
1.20	6.76	0.000000e+00	0.000000e+00
1.20	6.80	0.000000e+00	0.000000e+00
1.20	6.84	7.259514e-12	5.577379e-12
1.20	6.88	8.956434e-11	8.185000e-11
1.20	6.92	3.688888e-10	3.542568e-10
1.20	6.96	1.010559e-09	9.931604e-10
1.20	7.00	2.206456e-09	2.196615e-09
1.20	7.04	4.174154e-09	4.190005e-09
1.20	7.08	7.193715e-09	7.265568e-09
1.20	7.12	1.162912e-08	1.180952e-08
1.20	7.16	1.788965e-08	1.827028e-08
1.20	7.20	2.620196e-08	2.691621e-08
1.20	7.24	3.648480e-08	3.766522e-08
1.20	7.28	4.845351e-08	5.019741e-08
1.20	7.32	6.175310e-08	6.411612e-08
1.20	7.36	7.609527e-08	7.909378e-08
1.20	7.40	9.134017e-08	9.494749e-08
1.20	7.44	1.074963e-07	1.116440e-07
1.20	7.48	1.246986e-07	1.292802e-07
1.20	7.52	1.432340e-07	1.481097e-07
1.20	7.56	1.634714e-07	1.684956e-07
1.20	7.60	1.858384e-07	1.908640e-07
1.20	7.64	2.109091e-07	2.157822e-07
1.20	7.68	2.394188e-07	2.439959e-07
1.20	7.72	2.721924e-07	2.763955e-07
1.20	7.76	3.099910e-07	3.138249e-07
1.20	7.80	3.534724e-07	3.570311e-07
1.20	7.84	4.032046e-07	4.066489e-07
1.20	7.88	4.596001e-07	4.631220e-07
1.20	7.92	5.229398e-07	5.267287e-07
1.20	7.96	5.935289e-07	5.977483e-07
1.20	8.00	6.718055e-07	6.765864e-07
1.20	8.04	7.584144e-07	7.638478e-07
1.20	8.08	8.542354e-07	8.603681e-07
1.20	8.12	9.600383e-07	9.668754e-07
1.20	8.16	1.076018e-06	1.083496e-06
1.20	8.20	1.201652e-06	1.209584e-06
1.20	8.24	1.335684e-06	1.343734e-06
1.20	8.28	1.476362e-06	1.484047e-06
1.20	8.32	1.621610e-06	1.628277e-06
1.20	8.36	1.768886e-06	1.773682e-06
1.20	8.40	1.915004e-06	1.916828e-06
1.20	8.44	2.056672e-06	2.054141e-06
1.20	8.48	2.191570e-06	2.183057e-06
1.20	8.52	2.318697e-06	2.302428e-06
1.20	8.56	2.438778e-06	2.412956e-06
1.20	8.60	2.554627e-06	2.517585e-06
1.20	8.64	2.670613e-06	2.620973e-06
1.20	8.68	2.791641e-06	2.728485e-06
1.20	8.72	2.922815e-06	2.845818e-06
1.20	8.76	3.068990e-06	2.978477e-06
1.20	8.80	3.234517e-06	3.131459e-06
1.20	8.84	3.423758e-06	3.309721e-06
1.20	8.88	3.640364e-06	3.517452e-06
1.20	8.92	3.886912e-06	3.757733e-06
1.20	8.96	4.165345e-06	4.032769e-06
1.20	9.00	4.476481e-06	4.343322e-06
1.20	9.04	4.819543e-06	4.688313e-06
1.20	9.08	5.193115e-06	5.065672e-06
1.20	9.12	5.595628e-06	5.472901e-06
1.20	9.16	6.025474e-06	5.907400e-06
1.20	9.20	6.482287e-06	6.367864e-06
1.20	9.24	6.967194e-06	6.854573e-06
1.20	9.28	7.482908e-06	7.369628e-06
1.20	9.32	8.034279e-06	7.917445e-06
1.20	9.36	8.629586e-06	8.506095e-06
1.20	9.40	9.282158e-06	9.149110e-06
1.20	9.44	1.001332e-05	9.868377e-06
1.20	9.48	1.086463e-05	1.070663e-05
1.20	9.52	1.191311e-05	1.174328e-05
1.20	9.56	1.327674e-05	1.310018e-05
1.20	9.60	1.511377e-05	1.494116e-05
1.20	9.64	1.763769e-05	1.748804e-05
1.20	9.68	2.113170e-05	2.103566e-05
1.20	9.72	2.595980e-05	2.596385e-05
1.20	9.76	3.257551e-05	3.274730e-05
1.20	9.80	4.146176e-05	4.189310e-05
1.20	9.84	5.305969e-05	5.386373e-05
1.20	9.88	6.774138e-05	6.904680e-05
1.20	9.92	8.582266e-05	8.776930e-05
1.20	9.96	1.074936e-04	1.102261e-04
1.20	10.00	1.327226e-04	1.363767e-04
1.20	10.04	1.612495e-04	1.659307e-04
1.20	10.08	1.925447e-04	1.983027e-04
1.20	10.12	2.258552e-04	2.326609e-04
1.20	10.16	2.602646e-04	2.679893e-04
1.20	10.20	2.946503e-04	3.030460e-04
1.20	10.24	3.277752e-04	3.364562e-04
1.20	10.28	3.585679e-04	3.670072e-04
1.20	10.32	3.863719e-04	3.939414e-04
1.20	10.36	4.108791e-04	4.169040e-04
1.20	10.40	4.319694e-04	4.357612e-04
1.20	10.44	4.496356e-04	4.505232e-04
1.20	10.48	4.639221e-04	4.612903e-04
1.20	10.52	4.749092e-04	4.682373e-04
1.20	10.56	4.827036e-04	4.716051e-04
1.20	10.60	4.874105e-04	4.716632e-04
1.20	10.64	4.891754e-04	4.687240e-04
1.20	10.68	4.882934e-04	4.632458e-04
1.20	10.72	4.850889e-04	4.557202e-04
1.20	10.76	4.798329e-04	4.465910e-04
1.20	10.80	4.728364e-04	4.362808e-04
1.20	10.84	4.644280e-04	4.251596e-04
1.20	10.88	4.549109e-04	4.135458e-04
1.20	10.92	4.445768e-04	4.017175e-04
1.20	10.96	4.336817e-04	3.898969e-04
1.20	11.00	4.224646e-04	3.782781e-04
1.20	11.04	4.111484e-04	3.670202e-04
1.20	11.08	3.999196e-04	3.562411e-04
1.20	11.12	3.889372e-04	3.460288e-04
1.20	11.16	3.783281e-04	3.364375e-04
1.20	11.20	3.681869e-04	3.274969e-04
1.20	11.24	3.585829e-04	3.192171e-04
1.20	11.28	3.495576e-04	3.115887e-04
1.20	11.32	3.411302e-04	3.045899e-04
1.20	11.36	3.333023e-04	2.981890e-04
1.20	11.40	3.260627e-04	2.923503e-04
1.20	11.44	3.193955e-04	2.870408e-04
1.20	11.48	3.132771e-04	2.822260e-04
1.20	11.52	3.076745e-04	2.778666e-04
1.20	11.56	3.025497e-04	2.739215e-04
1.20	11.60	2.978633e-04	2.703513e-04
1.20	11.64	2.935766e-04	2.671187e-04
1.20	11.68	2.896537e-04	2.641905e-04
1.20	11.72	2.860619e-04	2.615378e-04
1.20	11.76	2.827724e-04	2.591354e-04
1.20	11.80	2.797626e-04	2.569645e-04
1.20	11.84	2.770114e-04	2.550080e-04
1.20	11.88	2.744979e-04	2.532492e-04
1.20	11.92	2.722038e-04	2.516731e-04
1.20	11.96	2.701123e-04	2.502648e-04
1.20	12.00	2.682092e-04	2.490130e-04
1.20	12.04	2.664806e-04	2.479066e-04
1.20	12.08	2.649148e-04	2.469365e-04
1.20	12.12	2.635013e-04	2.460945e-04
1.20	12.16	2.622304e-04	2.453726e-04
1.20	12.20	2.610932e-04	2.447639e-04
1.20	12.24	2.600816e-04	2.442616e-04
1.20	12.28	2.591884e-04	2.438598e-04
1.20	12.32	2.584069e-04	2.435528e-04
1.20	12.36	2.577312e-04	2.433356e-04
1.20	12.40	2.571557e-04	2.432035e-04
1.20	12.44	2.566755e-04	2.431525e-04
1.20	12.48	2.562857e-04	2.431780e-04
1.20	12.52	2.559814e-04	2.432759e-04
1.20	12.56	2.557587e-04	2.434427e-04
1.20	12.60	2.556134e-04	2.436749e-04
1.20	12.64	2.555419e-04	2.439692e-04
1.20	12.68	2.555412e-04	2.443230e-04
1.20	12.72	2.556090e-04	2.447346e-04
1.20	12.76	2.557426e-04	2.452015e-04
1.20	12.80	2.559398e-04	2.457218e-04
1.20	12.84	2.561985e-04	2.462938e-04
1.20	12.88	2.565162e-04	2.469152e-04
1.20	12.92	2.568899e-04	2.475834e-04
1.20	12.96	2.573171e-04	2.482961e-04
1.20	13.00	2.577967e-04	2.490526e-04
1.20	13.04	2.583277e-04	2.498521e-04
1.20	13.08	2.589081e-04	2.506928e-04
1.20	13.12	2.595364e-04	2.515736e-04
1.20	13.16	2.602110e-04	2.524929e-04
1.20	13.20	2.609332e-04	2.534532e-04
1.20	13.24	2.617066e-04	2.544576e-04
1.20	13.28	2.625307e-04	2.555058e-04
1.20	13.32	2.634088e-04	2.566016e-04
1.20	13.36	2.643414e-04	2.577452e-04
1.20	13.40	2.653265e-04	2.589347e-04
1.20	13.44	2.663610e-04	2.601671e-04
1.20	13.48	2.674438e-04	2.614418e-04
1.20	13.52	2.685708e-04	2.627543e-04
1.20	13.56	2.697389e-04	2.641023e-04
1.20	13.60	2.709461e-04	2.654834e-04
1.20	13.64	2.721857e-04	2.668912e-04
1.20	13.68	2.734551e-04	2.683234e-04
1.20	13.72	2.747500e-04	2.697757e-04
1.20	13.76	2.760659e-04	2.712439e-04
1.20	13.80	2.773994e-04	2.727250e-04
1.20	13.84	2.787511e-04	2.742200e-04
1.20	13.88	2.801190e-04	2.757264e-04
1.20	13.92	2.815033e-04	2.772458e-04
1.20	13.96	2.829079e-04	2.787814e-04
1.20	14.00	2.843312e-04	2.803316e-04
1.20	14.04	2.857737e-04	2.818973e-04
1.20	14.08	2.872349e-04	2.834778e-04
1.20	14.12	2.887131e-04	2.850716e-04
1.20	14.16	2.902063e-04	2.866767e-04
1.20	14.20	2.917127e-04	2.882914e-04
1.20	14.24	2.932296e-04	2.899131e-04
1.20	14.28	2.947545e-04	2.915395e-04
1.20	14.32	2.962828e-04	2.931647e-04
1.20	14.36	2.977951e-04	2.947694e-04
1.20	14.40	2.992822e-04	2.963447e-04
1.20	14.44	3.006948e-04	2.978344e-04
1.20	14.48	3.019724e-04	2.991831e-04
1.20	14.52	3.030616e-04	3.003261e-04
1.20	14.56	3.036676e-04	3.009441e-04
1.20	14.60	3.034175e-04	3.006650e-04
1.20	14.64	3.020874e-04	2.993141e-04
1.20	14.68	2.995637e-04	2.967345e-04
1.20	14.72	2.954300e-04	2.924997e-04
1.20	14.76	2.893467e-04	2.863055e-04
1.20	14.80	2.809849e-04	2.777813e-04
1.20	14.84	2.698303e-04	2.664685e-04
1.20	14.88	2.562609e-04	2.527791e-04
1.20	14.92	2.401197e-04	2.364917e-04
1.20	14.96	2.215902e-04	2.179084e-04
1.20	15.00	2.010217e-04	1.972930e-04
1.20	15.04	1.797038e-04	1.762031e-04
1.20	15.08	1.589778e-04	1.556944e-04
1.20	15.12	1.388228e-04	1.357466e-04
1.20	15.16	1.196048e-04	1.168184e-04
1.20	15.20	1.017872e-04	9.927029e-05
1.20	15.24	8.531395e-05	8.307874e-05
1.20	15.28	7.065257e-05	6.871873e-05
1.20	15.32	5.775712e-05	5.608684e-05
1.20	15.36	4.656013e-05	4.516292e-05
1.20	15.40	3.714837e-05	3.598922e-05
1.20	15.44	2.925128e-05	2.829901e-05
1.20	15.48	2.279475e-05	2.203281e-05
1.20	15.52	1.758913e-05	1.698033e-05
1.20	15.56	1.341587e-05	1.293913e-05
1.20	15.60	1.015331e-05	9.783941e-06
1.20	15.64	7.609452e-06	7.324233e-06
1.20	15.68	5.651428e-06	5.435727e-06
1.20	15.72	4.162725e-06	3.999819e-06
1.20	15.76	3.032852e-06	2.911231e-06
1.20	15.80	2.189852e-06	2.100113e-06
1.20	15.84	1.563292e-06	1.497220e-06
1.20	15.88	1.100156e-06	1.052278e-06
1.20	15.92	7.613522e-07	7.268227e-07
1.20	15.96	5.135719e-07	4.888871e-07
1.20	16.00	3.338535e-07	3.164574e-07
1.30	6.00	0.000000e+00	0.000000e+00
1.30	6.04	0.000000e+00	0.000000e+00
1.30	6.08	0.000000e+00	0.000000e+00
1.30	6.12	0.000000e+00	0.000000e+00
1.30	6.16	0.000000e+00	0.000000e+00
1.30	6.20	0.000000e+00	0.000000e+00
1.30	6.24	0.000000e+00	0.000000e+00
1.30	6.28	0.000000e+00	0.000000e+00
1.30	6.32	0.000000e+00	0.000000e+00
1.30	6.36	0.000000e+00	0.000000e+00
1.30	6.40	0.000000e+00	0.000000e+00
1.30	6.44	0.000000e+00	0.000000e+00
1.30	6.48	0.000000e+00	0.000000e+00
1.30	6.52	0.000000e+00	0.000000e+00
1.30	6.56	0.000000e+00	0.000000e+00
1.30	6.60	0.000000e+00	0.000000e+00
1.30	6.64	0.000000e+00	0.000000e+00
1.30	6.68	0.000000e+00	0.000000e+00
1.30	6.72	0.000000e+00	0.000000e+00
1.30	6.76	0.000000e+00	0.000000e+00
1.30	6.80	0.000000e+00	0.000000e+00
1.30	6.84	6.348187e-12	4.866028e-12
1.30	6.88	7.739107e-11	7.057561e-11
1.30	6.92	3.143027e-10	3.012545e-10
1.30	6.96	8.491751e-10	8.331769e-10
1.30	7.00	1.840441e-09	1.829877e-09
1.30	7.04	3.481403e-09	3.491237e-09
1.30	7.08	6.027173e-09	6.082756e-09
1.30	7.12	9.799047e-09	9.944685e-09
1.30	7.16	1.514798e-08	1.546137e-08
1.30	7.20	2.226738e-08	2.286196e-08
1.30	7.24	3.111038e-08	3.209995e-08
1.30	7.28	4.149838e-08	4.297122e-08
1.30	7.32	5.319526e-08	5.521029e-08
1.30	7.36	6.595572e-08	6.854008e-08
1.30	7.40	7.959367e-08	8.273296e-08
1.30	7.44	9.404699e-08	9.768542e-08
1.30	7.48	1.093979e-07	1.134449e-07
1.30	7.52	1.258927e-07	1.302280e-07
1.30	7.56	1.438676e-07	1.483641e-07
1.30	7.60	1.637196e-07	1.682466e-07
1.30	7.64	1.859803e-07	1.903992e-07
1.30	7.68	2.113155e-07	2.154984e-07
1.30	7.72	2.404423e-07	2.443222e-07
1.30	7.76	2.740004e-07	2.775817e-07
1.30	7.80	3.125390e-07	3.158923e-07
1.30	7.84	3.565149e-07	3.597594e-07
1.30	7.88	4.062240e-07	4.095082e-07
1.30	7.92	4.618562e-07	4.653330e-07
1.30	7.96	5.236883e-07	5.274916e-07
1.30	8.00	5.921807e-07	5.964203e-07
1.30	8.04	6.679697e-07	6.727253e-07
1.30	8.08	7.518160e-07	7.571285e-07
1.30	8.12	8.443119e-07	8.501797e-07
1.30	8.16	9.455625e-07	9.519202e-07
1.30	8.20	1.055122e-06	1.061799e-06
1.30	8.24	1.171959e-06	1.178659e-06
1.30	8.28	1.294606e-06	1.300911e-06
1.30	8.32	1.421300e-06	1.426649e-06
1.30	8.36	1.549861e-06	1.553523e-06
1.30	8.40	1.677531e-06	1.678564e-06
1.30	8.44	1.801434e-06	1.798656e-06
1.30	8.48	1.919545e-06	1.911561e-06
1.30	8.52	2.031027e-06	2.016301e-06
1.30	8.56	2.136584e-06	2.113555e-06
1.30	8.60	2.238755e-06	2.205978e-06
1.30	8.64	2.341451e-06	2.297751e-06
1.30	8.68	2.449123e-06	2.393728e-06
1.30	8.72	2.566471e-06	2.499129e-06
1.30	8.76	2.698006e-06	2.619033e-06
1.30	8.80	2.847789e-06	2.758077e-06
1.30	8.84	3.019878e-06	2.920845e-06
1.30	8.88	3.217668e-06	3.111217e-06
1.30	8.92	3.443562e-06	3.332042e-06
1.30	8.96	3.699306e-06	3.585302e-06
1.30	9.00	3.985509e-06	3.871544e-06
1.30	9.04	4.301214e-06	4.189520e-06
1.30	9.08	4.644801e-06	4.537001e-06
1.30	9.12	5.014473e-06	4.911328e-06
1.30	9.16	5.408400e-06	5.309749e-06
1.30	9.20	5.825979e-06	5.730782e-06
1.30	9.24	6.268077e-06	6.174502e-06
1.30	9.28	6.737142e-06	6.642781e-06
1.30	9.32	7.237722e-06	7.139780e-06
1.30	9.36	7.777602e-06	7.673108e-06
1.30	9.40	8.369180e-06	8.255380e-06
1.30	9.44	9.032145e-06	8.906835e-06
1.30	9.48	9.804517e-06	9.666624e-06
1.30	9.52	1.075641e-05	1.060707e-05
1.30	9.56	1.199511e-05	1.183902e-05
1.30	9.60	1.366460e-05	1.351161e-05
1.30	9.64	1.595929e-05	1.582682e-05
1.30	9.68	1.913753e-05	1.905362e-05
1.30	9.72	2.353209e-05	2.353919e-05
1.30	9.76	2.955843e-05	2.971834e-05
1.30	9.80	3.766011e-05	3.805670e-05
1.30	9.84	4.824412e-05	4.898090e-05
1.30	9.88	6.165557e-05	6.285046e-05
1.30	9.92	7.818820e-05	7.996965e-05
1.30	9.96	9.801968e-05	1.005209e-04
1.30	10.00	1.211231e-04	1.244694e-04
1.30	10.04	1.472595e-04	1.515490e-04
1.30	10.08	1.759399e-04	1.812196e-04
1.30	10.12	2.064659e-04	2.127102e-04
1.30	10.16	2.379847e-04	2.450765e-04
1.30	10.20	2.694525e-04	2.771642e-04
1.30	10.24	2.997206e-04	3.076974e-04
1.30	10.28	3.277964e-04	3.355526e-04
1.30	10.32	3.530734e-04	3.600299e-04
1.30	10.36	3.752700e-04	3.808043e-04
1.30	10.40	3.942817e-04	3.977582e-04
1.30	10.44	4.101136e-04	4.109131e-04
1.30	10.48	4.228231e-04	4.203789e-04
1.30	10.52	4.325018e-04	4.263357e-04
1.30	10.56	4.392656e-04	4.290243e-04
1.30	10.60	4.432259e-04	4.287092e-04
1.30	10.64	4.445268e-04	4.256901e-04
1.30	10.68	4.434458e-04	4.203960e-04
1.30	10.72	4.402822e-04	4.132815e-04
1.30	10.76	4.352822e-04	4.047522e-04
1.30	10.80	4.287280e-04	3.951922e-04
1.30	10.84	4.209173e-04	3.849362e-04
1.30	10.88	4.121241e-04	3.742702e-04
1.30	10.92	4.026120e-04	3.634432e-04
1.30	10.96	3.926132e-04	3.526534e-04
1.30	11.00	3.823443e-04	3.420733e-04
1.30	11.04	3.720073e-04	3.318437e-04
1.30	11.08	3.617711e-04	3.220682e-04
1.30	11.12	3.517789e-04	3.128229e-04
1.30	11.16	3.421443e-04	3.041540e-04
1.30	11.20	3.329510e-04	2.960854e-04
1.30	11.24	3.242594e-04	2.886233e-04
1.30	11.28	3.161045e-04	2.817569e-04
1.30	11.32	3.085011e-04	2.754644e-04
1.30	11.36	3.014480e-04	2.697153e-04
1.30	11.40	2.949326e-04	2.644758e-04
1.30	11.44	2.889381e-04	2.597143e-04
1.30	11.48	2.834409e-04	2.553982e-04
1.30	11.52	2.784095e-04	2.514913e-04
1.30	11.56	2.738086e-04	2.479562e-04
1.30	11.60	2.696023e-04	2.447568e-04
1.30	11.64	2.657550e-04	2.418599e-04
1.30	11.68	2.622343e-04	2.392356e-04
1.30	11.72	2.590107e-04	2.368579e-04
1.30	11.76	2.560583e-04	2.347046e-04
1.30	11.80	2.533567e-04	2.327585e-04
1.30	11.84	2.508869e-04	2.310046e-04
1.30	11.88	2.486302e-04	2.294280e-04
1.30	11.92	2.465706e-04	2.280153e-04
1.30	11.96	2.446928e-04	2.267535e-04
1.30	12.00	2.429843e-04	2.256324e-04
1.30	12.04	2.414330e-04	2.246424e-04
1.30	12.08	2.400280e-04	2.237751e-04
1.30	12.12	2.387600e-04	2.230229e-04
1.30	12.16	2.376200e-04	2.223787e-04
1.30	12.20	2.366004e-04	2.218366e-04
1.30	12.24	2.356941e-04	2.213903e-04
1.30	12.28	2.348944e-04	2.210346e-04
1.30	12.32	2.341955e-04	2.207644e-04
1.30	12.36	2.335918e-04	2.205751e-04
1.30	12.40	2.330785e-04	2.204627e-04
1.30	12.44	2.326511e-04	2.204233e-04
1.30	12.48	2.323053e-04	2.204529e-04
1.30	12.52	2.320367e-04	2.205478e-04
1.30	12.56	2.318415e-04	2.207049e-04
1.30	12.60	2.317164e-04	2.209211e-04
1.30	12.64	2.316580e-04	2.211934e-04
1.30	12.68	2.316636e-04	2.215196e-04
1.30	12.72	2.317314e-04	2.218982e-04
1.30	12.76	2.318589e-04	2.223271e-04
1.30	12.80	2.320441e-04	2.228045e-04
1.30	12.84	2.322847e-04	2.233285e-04
1.30	12.88	2.325787e-04	2.238972e-04
1.30	12.92	2.329238e-04	2.245085e-04
1.30	12.96	2.333176e-04	2.251606e-04
1.30	13.00	2.337593e-04	2.258526e-04
1.30	13.04	2.342476e-04	2.265837e-04
1.30	13.08	2.347808e-04	2.273524e-04
1.30	13.12	2.353577e-04	2.281576e-04
1.30	13.16	2.359766e-04	2.289979e-04
1.30	13.20	2.366388e-04	2.298754e-04
1.30	13.24	2.373475e-04	2.307928e-04
1.30	13.28	2.381019e-04	2.317499e-04
1.30	13.32	2.389050e-04	2.327499e-04
1.30	13.36	2.397572e-04	2.337929e-04
1.30	13.40	2.406568e-04	2.348772e-04
1.30	13.44	2.416010e-04	2.360004e-04
1.30	13.48	2.425888e-04	2.371617e-04
1.30	13.52	2.436165e-04	2.383571e-04
1.30	13.56	2.446813e-04	2.395845e-04
1.30	13.60	2.457812e-04	2.408416e-04
1.30	13.64	2.469102e-04	2.421227e-04
1.30	13.68	2.480659e-04	2.434256e-04
1.30	13.72	2.492443e-04	2.447463e-04
1.30	13.76	2.504410e-04	2.460806e-04
1.30	13.80	2.516529e-04	2.474260e-04
1.30	13.84	2.528808e-04	2.487833e-04
1.30	13.88	2.541226e-04	2.501504e-04
1.30	13.92	2.553789e-04	2.515288e-04
1.30	13.96	2.566536e-04	2.529219e-04
1.30	14.00	2.579452e-04	2.543284e-04
1.30	14.04	2.592547e-04	2.557493e-04
1.30	14.08	2.605816e-04	2.571842e-04
1.30	14.12	2.619247e-04	2.586319e-04
1.30	14.16	2.632820e-04	2.600904e-04
1.30	14.20	2.646519e-04	2.615584e-04
1.30	14.24	2.660315e-04	2.630327e-04
1.30	14.28	2.674183e-04	2.645112e-04
1.30	14.32	2.688079e-04	2.659884e-04
1.30	14.36	2.701825e-04	2.674465e-04
1.30	14.40	2.715335e-04	2.688771e-04
1.30	14.44	2.728164e-04	2.702297e-04
1.30	14.48	2.739769e-04	2.714544e-04
1.30	14.52	2.749664e-04	2.724924e-04
1.30	14.56	2.755170e-04	2.730536e-04
1.30	14.60	2.752897e-04	2.727996e-04
1.30	14.64	2.740792e-04	2.715696e-04
1.30	14.68	2.717789e-04	2.692173e-04
1.30	14.72	2.680066e-04	2.653516e-04
1.30	14.76	2.624480e-04	2.596901e-04
1.30	14.80	2.547968e-04	2.518883e-04
1.30	14.84	2.445766e-04	2.415212e-04
1.30	14.88	2.321316e-04	2.289639e-04
1.30	14.92	2.173138e-04	2.140095e-04
1.30	14.96	2.002969e-04	1.969426e-04
1.30	15.00	1.814098e-04	1.780119e-04
1.30	15.04	1.618485e-04	1.586618e-04
1.30	15.08	1.428550e-04	1.398694e-04
1.30	15.12	1.244086e-04	1.216145e-04
1.30	15.16	1.068567e-04	1.043328e-04
1.30	15.20	9.063715e-05	8.836377e-05
1.30	15.24	7.569154e-05	7.367933e-05
1.30	15.28	6.244659e-05	6.071277e-05
1.30	15.32	5.085028e-05	4.935888e-05
1.30	15.36	4.082866e-05	3.958677e-05
1.30	15.40	3.244754e-05	3.142203e-05
1.30	15.44	2.545098e-05	2.461238e-05
1.30	15.48	1.975896e-05	1.909102e-05
1.30	15.52	1.519216e-05	1.466088e-05
1.30	15.56	1.154852e-05	1.113422e-05
1.30	15.60	8.712314e-06	8.392606e-06
1.30	15.64	6.510349e-06	6.264443e-06
1.30	15.68	4.822043e-06	4.636687e-06
1.30	15.72	3.542897e-06	3.403368e-06
1.30	15.76	2.575410e-06	2.471550e-06
1.30	15.80	1.855682e-06	1.779251e-06
1.30	15.84	1.322251e-06	1.266125e-06
1.30	15.88	9.289811e-07	8.883964e-07
1.30	15.92	6.419233e-07	6.127139e-07
1.30	15.96	4.324471e-07	4.116051e-07
1.30	16.00	2.807920e-07	2.661274e-07
1.40	6.00	0.000000e+00	0.000000e+00
1.40	6.04	0.000000e+00	0.000000e+00
1.40	6.08	0.000000e+00	0.000000e+00
1.40	6.12	0.000000e+00	0.000000e+00
1.40	6.16	0.000000e+00	0.000000e+00
1.40	6.20	0.000000e+00	0.000000e+00
1.40	6.24	0.000000e+00	0.000000e+00
1.40	6.28	0.000000e+00	0.000000e+00
1.40	6.32	0.000000e+00	0.000000e+00
1.40	6.36	0.000000e+00	0.000000e+00
1.40	6.40	0.000000e+00	0.000000e+00
1.40	6.44	0.000000e+00	0.000000e+00
1.40	6.48	0.000000e+00	0.000000e+00
1.40	6.52	0.000000e+00	0.000000e+00
1.40	6.56	0.000000e+00	0.000000e+00
1.40	6.60	0.000000e+00	0.000000e+00
1.40	6.64	0.000000e+00	0.000000e+00
1.40	6.68	0.000000e+00	0.000000e+00
1.40	6.72	0.000000e+00	0.000000e+00
1.40	6.76	0.000000e+00	0.000000e+00
1.40	6.80	0.000000e+00	0.000000e+00
1.40	6.84	5.645444e-12	4.334925e-12
1.40	6.88	6.945020e-11	6.343618e-11
1.40	6.92	2.850721e-10	2.736389e-10
1.40	6.96	7.783474e-10	7.646478e-10
1.40	7.00	1.696604e-09	1.688527e-09
1.40	7.04	3.210139e-09	3.221604e-09
1.40	7.08	5.540797e-09	5.595161e-09
1.40	7.12	8.978378e-09	9.116293e-09
1.40	7.16	1.385032e-08	1.414291e-08
1.40	7.20	2.034231e-08	2.089333e-08
1.40	7.24	2.840307e-08	2.931625e-08
1.40	7.28	3.783198e-08	3.918543e-08
1.40	7.32	4.837740e-08	5.021922e-08
1.40	7.36	5.982789e-08	6.217741e-08
1.40	7.40	7.206896e-08	7.491235e-08
1.40	7.44	8.508103e-08	8.837053e-08
1.40	7.48	9.892192e-08	1.025769e-07
1.40	7.52	1.137604e-07	1.176696e-07
1.40	7.56	1.298461e-07	1.338901e-07
1.40	7.60	1.475002e-07	1.515569e-07
1.40	7.64	1.671822e-07	1.711229e-07
1.40	7.68	1.894856e-07	1.931896e-07
1.40	7.72	2.150593e-07	2.184566e-07
1.40	7.76	2.444711e-07	2.475545e-07
1.40	7.80	2.781811e-07	2.810068e-07
1.40	7.84	3.165805e-07	3.192525e-07
1.40	7.88	3.599901e-07	3.626392e-07
1.40	7.92	4.086909e-07	4.114540e-07
1.40	7.96	4.629872e-07	4.659913e-07
1.40	8.00	5.232430e-07	5.266000e-07
1.40	8.04	5.899342e-07	5.937293e-07
1.40	8.08	6.636674e-07	6.679491e-07
1.40	8.12	7.449362e-07	7.497133e-07
1.40	8.16	8.338433e-07	8.390650e-07
1.40	8.20	9.300481e-07	9.355677e-07
1.40	8.24	1.032718e-06	1.038278e-06
1.40	8.28	1.140641e-06	1.145882e-06
1.40	8.32	1.252318e-06	1.256762e-06
1.40	8.36	1.365857e-06	1.368881e-06
1.40	8.40	1.478821e-06	1.479609e-06
1.40	8.44	1.588632e-06	1.586141e-06
1.40	8.48	1.693398e-06	1.686387e-06
1.40	8.52	1.792251e-06	1.779356e-06
