4.7863e+19  7.25858 0.83401  120.213 0.0443329
4.67735e+19  7.04822 0.813468  119.769 0.0459164
4.57088e+19  6.91395 0.836822  125.84 0.0461313
4.46684e+19  6.88449 0.811306  123.529 0.0458681
4.36516e+19  6.77505 0.783135  123.984 0.0456074
4.2658e+19  6.59241 0.806736  124.759 0.045752
4.16869e+19  6.66823 0.80191  123.193 0.0458271
4.0738e+19  6.55039 0.78175  123.624 0.0464837
3.98107e+19  6.43515 0.797658  123.703 0.04694
3.89045e+19  6.48546 0.742697  123.085 0.0455106
3.80189e+19  6.4495 0.753379  122.318 0.0436569
3.71535e+19  6.28088 0.756844  123.648 0.046057
3.63078e+19  6.2236 0.788503  123.355 0.0468326
3.54813e+19  6.12773 0.764702  120.846 0.0461888
3.46737e+19  6.08378 0.746408  120.503 0.0469058
3.38844e+19  5.96685 0.740805  123.444 0.0466736
3.31131e+19  5.92536 0.763809  121.723 0.0468565
3.23594e+19  5.78588 0.742916  118.02 0.0472131
3.16228e+19  5.69936 0.733413  123.242 0.0470511
3.0903e+19  5.61047 0.752892  123.175 0.0466966
3.01995e+19  5.55637 0.729777  124.027 0.0468889
2.95121e+19  5.49333 0.710943  121.892 0.0478761
2.88403e+19  5.32077 0.738016  120.475 0.0482124
2.81838e+19  5.2138 0.681885  119.073 0.0487709
2.75423e+19  5.18688 0.714294  120.197 0.0475422
2.69153e+19  5.18469 0.69304  123.67 0.048233
2.63027e+19  5.12507 0.679023  123.593 0.0478669
2.5704e+19  4.9486 0.689315  122.186 0.0484658
2.51189e+19  4.81816 0.67938  120.55 0.0479921
2.45471e+19  4.83681 0.686298  120.508 0.0485676
2.39883e+19  4.72169 0.697913  127.252 0.0496351
2.34423e+19  4.68392 0.682215  119.945 0.0488376
2.29087e+19  4.62991 0.671048  124.244 0.0486467
2.23872e+19  4.4663 0.674327  123.764 0.0495511
2.18776e+19  4.45548 0.713583  124.114 0.0489617
2.13796e+19  4.42086 0.711664  121.555 0.0492033
2.0893e+19  4.29714 0.681108  122.448 0.0478429
2.04174e+19  4.21934 0.647762  122.836 0.0485545
1.99526e+19  4.19109 0.664977  121.842 0.0491428
1.94984e+19  4.07426 0.679479  124.004 0.05012
1.90546e+19  3.97943 0.652499  124.009 0.0494575
1.86209e+19  3.93744 0.673362  121.681 0.0497141
1.8197e+19  3.86961 0.664592  124.24 0.0507049
1.77828e+19  3.80353 0.676049  120.055 0.0493276
1.7378e+19  3.71307 0.634252  122.153 0.0503526
1.69824e+19  3.72677 0.653388  123.407 0.0502085
1.65959e+19  3.6038 0.654543  119.739 0.0499748
1.62181e+19  3.5207 0.660486  122.985 0.0516189
1.58489e+19  3.52319 0.627371  121.884 0.0485848
1.54882e+19  3.43112 0.652006  120.893 0.0508363
1.51356e+19  3.34314 0.611702  120.985 0.051071
1.47911e+19  3.3207 0.638052  123.006 0.0510654
1.44544e+19  3.27831 0.648517  124.877 0.0514111
1.41254e+19  3.22856 0.598348  124.092 0.0507552
1.38038e+19  3.13605 0.641174  122.325 0.0523305
1.34896e+19  3.08059 0.584998  124.432 0.051646
1.31826e+19  3.00657 0.583925  122.366 0.0512232
1.28825e+19  2.97122 0.651865  124.634 0.0518647
1.25893e+19  2.89101 0.619384  122.778 0.0521789
1.23027e+19  2.86238 0.599885  120.546 0.0521023
1.20226e+19  2.80062 0.564565  121.008 0.0532126
1.1749e+19  2.75308 0.587496  121.468 0.0536981
1.14815e+19  2.72337 0.609218  121.867 0.0521605
1.12202e+19  2.65729 0.622646  120.643 0.0535717
1.09648e+19  2.58016 0.580051  122.026 0.0523359
1.07152e+19  2.57401 0.599171  121.014 0.053278
1.04713e+19  2.4939 0.597701  123.629 0.0530612
1.02329e+19  2.45808 0.601863  123.923 0.0550962
1e+19  2.40516 0.599225  125.451 0.0546987
9.77237e+18  2.36751 0.591804  122.675 0.0535901
9.54993e+18  2.30471 0.585341  119.392 0.0540344
9.33254e+18  2.27976 0.534345  120.078 0.0531351
9.12011e+18  2.24676 0.587065  120.473 0.0540255
8.91251e+18  2.16992 0.587865  124.083 0.0533779
8.70964e+18  2.12343 0.553145  122.929 0.0544679
8.51138e+18  2.15404 0.53975  122.924 0.0540515
8.31764e+18  2.09283 0.536339  122.764 0.05524
8.12831e+18  2.0413 0.577553  125.047 0.0548424
7.94328e+18  1.9955 0.527723  123.968 0.0554206
7.76247e+18  1.9223 0.574348  122.568 0.0553226
7.58578e+18  1.89372 0.566953  120.086 0.0548443
7.4131e+18  1.88038 0.519611  120.521 0.0567976
7.24436e+18  1.81344 0.520395  122.198 0.0554691
7.07946e+18  1.80034 0.535857  120.748 0.0549313
6.91831e+18  1.78741 0.592145  123.506 0.0575557
6.76083e+18  1.73279 0.561108  122.926 0.0571731
6.60693e+18  1.67795 0.529814  122.673 0.0558784
6.45654e+18  1.62473 0.518577  123.063 0.0571147
6.30957e+18  1.63375 0.486663  124.695 0.0559728
6.16595e+18  1.60642 0.518677  121.745 0.0564576
6.0256e+18  1.54912 0.528771  122.733 0.0576162
5.88844e+18  1.53236 0.493389  122.004 0.0584076
5.7544e+18  1.51403 0.540575  123.383 0.0571567
5.62341e+18  1.48531 0.520783  119.568 0.0570594
5.49541e+18  1.43977 0.487242  120.893 0.0574289
5.37032e+18  1.39961 0.473856  123.37 0.0575682
5.24807e+18  1.40289 0.47871  123.506 0.058028
5.12861e+18  1.36688 0.501746  122.288 0.0585343
5.01187e+18  1.35882 0.460244  122.557 0.0575032
4.89779e+18  1.31866 0.500706  123.255 0.059327
4.7863e+18  1.31889 0.451697  125.022 0.0583661
4.67735e+18  1.26196 0.514549  121.154 0.058728
4.57088e+18  1.21782 0.466815  122.487 0.0587715
4.46684e+18  1.19713 0.488219  123.095 0.059832
4.36516e+18  1.21119 0.460179  121.418 0.0583559
4.2658e+18  1.18773 0.474204  124.778 0.0596971
4.16869e+18  1.14738 0.460013  120.301 0.0579714
4.0738e+18  1.13373 0.507701  120.803 0.0585854
3.98107e+18  1.11448 0.470251  123.637 0.0604248
3.89045e+18  1.07344 0.497242  124.538 0.0605029
3.80189e+18  1.06 0.459156  120.793 0.059605
3.71535e+18  1.02821 0.455435  122.874 0.0629035
3.63078e+18  1.01485 0.441889  123.664 0.0597841
3.54813e+18  1.00426 0.461418  123.012 0.0612422
3.46737e+18  0.978723 0.509154  124.833 0.0616411
3.38844e+18  0.960612 0.461423  123.643 0.0625099
3.31131e+18  0.954868 0.407702  123.905 0.0627034
3.23594e+18  0.929195 0.435627  122.069 0.0641367
3.16228e+18  0.908886 0.425111  121.907 0.0621606
3.0903e+18  0.89082 0.423233  121.441 0.0630832
3.01995e+18  0.87177 0.385962  119.124 0.0633972
2.95121e+18  0.862094 0.457963  124.308 0.0646796
2.88403e+18  0.831164 0.439921  121.823 0.0619804
2.81838e+18  0.823896 0.419292  121.962 0.0642961
2.75423e+18  0.798418 0.43402  120.588 0.0636913
2.69153e+18  0.809309 0.393141  124.545 0.0649792
2.63027e+18  0.773198 0.438873  122.997 0.0640673
2.5704e+18  0.755316 0.393718  124.177 0.0635794
2.51189e+18  0.739382 0.385554  124.216 0.0629254
2.45471e+18  0.718662 0.39637  123.248 0.0650491
2.39883e+18  0.721221 0.398291  123.117 0.0645183
2.34423e+18  0.707613 0.372554  122.71 0.066327
2.29087e+18  0.684307 0.412648  121.895 0.0668129
2.23872e+18  0.682102 0.386895  124.557 0.066396
2.18776e+18  0.656639 0.377926  121.805 0.0651568
2.13796e+18  0.644595 0.389308  124.996 0.0662637
2.0893e+18  0.64371 0.374768  120.618 0.0663108
2.04174e+18  0.635823 0.367076  120.817 0.0662122
1.99526e+18  0.595834 0.371786  124.813 0.0678947
1.94984e+18  0.607171 0.387819  122.015 0.0665901
1.90546e+18  0.588943 0.382461  120.704 0.0662489
1.86209e+18  0.571537 0.373289  123.126 0.0685069
1.8197e+18  0.557538 0.342187  121.478 0.0671385
1.77828e+18  0.555057 0.34496  123.188 0.0670409
1.7378e+18  0.54143 0.339581  122.667 0.0660607
1.69824e+18  0.534896 0.36891  124.268 0.068916
1.65959e+18  0.527445 0.307353  121.527 0.0673821
1.62181e+18  0.521196 0.381099  123.228 0.0688995
1.58489e+18  0.508455 0.370333  123.313 0.0690162
1.54882e+18  0.498044 0.341023  120.706 0.0695993
1.51356e+18  0.483797 0.344731  120.937 0.0708787
1.47911e+18  0.472449 0.330568  123.092 0.0696353
1.44544e+18  0.467259 0.350638  122.411 0.0694466
1.41254e+18  0.454318 0.308467  121.685 0.071719
1.38038e+18  0.447149 0.353589  122.742 0.0721432
1.34896e+18  0.438637 0.309173  121.465 0.0710841
1.31826e+18  0.430022 0.329999  121.503 0.0704005
1.28825e+18  0.412581 0.34729  123.326 0.0719338
1.25893e+18  0.418727 0.329751  124.491 0.0734503
1.23027e+18  0.407517 0.314982  121.851 0.0712631
1.20226e+18  0.403022 0.266467  119.771 0.072943
1.1749e+18  0.393385 0.300978  122.657 0.0738285
1.14815e+18  0.382016 0.327185  122.589 0.0719989
1.12202e+18  0.375319 0.260025  123.934 0.0716397
1.09648e+18  0.36162 0.266551  123.169 0.0757442
1.07152e+18  0.367633 0.279478  119.358 0.0745271
1.04713e+18  0.35523 0.242672  121.655 0.0748607
1.02329e+18  0.350088 0.281839  122.685 0.0751964
1e+18  0.338724 0.281965  123.458 0.075115
9.77237e+17  0.336809 0.2826  123.481 0.0751909
9.54993e+17  0.327601 0.267774  123.444 0.076228
