# Stecker '05 EBL model, received from Armando DiMatteo 2014-04-10
# log10(eps/eV), log10(eps*n(eps)/cm^-3) for z = 0-5 in steps of 0.2
-2.483	-0.217055	-0.131708	-0.079335	-0.049078	-0.037122	-0.040051	-0.052686	-0.075087	-0.108124	-0.151497	-0.19268	-0.234419	-0.275872	-0.317372	-0.359238	-0.401799	-0.445397	-0.490417	-0.537297	-0.586552	-0.638822	-0.69492	-0.758716	-0.823317	-0.902947	-0.987038
-2.333	-0.169332	-0.02613	0.067465	0.128289	0.167815	0.192825	0.207032	0.211512	0.206672	0.194924	0.179928	0.159514	0.133713	0.101643	0.061998	0.017885	-0.027178	-0.07358	-0.121767	-0.172264	-0.225713	-0.282937	-0.347846	-0.413429	-0.49408	-0.579069
-2.183	-0.251918	-0.04423	0.101265	0.201957	0.271149	0.318116	0.349758	0.369873	0.381363	0.388171	0.391674	0.391029	0.386209	0.376776	0.362616	0.345133	0.324165	0.299264	0.269807	0.234943	0.193466	0.143624	0.080044	0.013558	-0.068027	-0.153841
-2.033	-0.463608	-0.209853	-0.022455	0.114121	0.210006	0.27645	0.323948	0.355307	0.37321	0.386295	0.396509	0.403558	0.407884	0.409546	0.408446	0.404407	0.397165	0.386354	0.371473	0.351854	0.32656	0.294283	0.253048	0.208569	0.149969	0.084584
-1.883	-0.767626	-0.491433	-0.281752	-0.124862	-0.014036	0.063697	0.121075	0.159224	0.179791	0.19517	0.20804	0.218339	0.22621	0.231626	0.234491	0.23462	0.231749	0.225514	0.21575	0.202422	0.184992	0.162731	0.133097	0.099288	0.052174	-0.002714
-1.733	-1.10251	-0.828021	-0.612006	-0.446867	-0.329261	-0.246306	-0.184564	-0.143856	-0.122488	-0.106348	-0.092621	-0.081296	-0.072187	-0.065277	-0.060601	-0.058265	-0.058438	-0.061362	-0.067363	-0.07687	-0.090467	-0.108925	-0.134716	-0.165156	-0.209003	-0.261495
-1.583	-1.38977	-1.15041	-0.954199	-0.7994	-0.687154	-0.607729	-0.548284	-0.509103	-0.489675	-0.475649	-0.463702	-0.453849	-0.445771	-0.439309	-0.434512	-0.431971	-0.431895	-0.434518	-0.44015	-0.449204	-0.462236	-0.479978	-0.504809	-0.534078	-0.576188	-0.626399
-1.433	-1.57127	-1.37078	-1.20909	-1.08053	-0.985972	-0.918114	-0.866967	-0.833503	-0.817806	-0.807524	-0.799505	-0.794036	-0.79079	-0.789676	-0.790662	-0.793759	-0.799014	-0.806527	-0.816438	-0.828947	-0.84431	-0.862874	-0.887706	-0.916975	-0.959084	-1.00929
-1.283	-1.68825	-1.49587	-1.34602	-1.23105	-1.1477	-1.08861	-1.0456	-1.01792	-1.00433	-0.995707	-0.989545	-0.986296	-0.985667	-0.987626	-0.992084	-0.999102	-1.00883	-1.02147	-1.03733	-1.05679	-1.08039	-1.10886	-1.14496	-1.18477	-1.2384	-1.29928
-1.133	-1.79738	-1.60516	-1.4552	-1.34036	-1.2575	-1.19889	-1.15621	-1.12859	-1.11467	-1.10559	-1.09894	-1.09512	-1.09384	-1.09506	-1.09883	-1.10523	-1.11443	-1.12667	-1.14226	-1.16162	-1.18534	-1.21399	-1.25029	-1.29028	-1.3441	-1.40516
-0.983	-1.90497	-1.71895	-1.57194	-1.45893	-1.37716	-1.31908	-1.27644	-1.24873	-1.23463	-1.22533	-1.21844	-1.21435	-1.21276	-1.21363	-1.21699	-1.22292	-1.23158	-1.24316	-1.25797	-1.2764	-1.29899	-1.32645	-1.36153	-1.4004	-1.45303	-1.51301
-0.833	-1.99452	-1.82	-1.6823	-1.57566	-1.49793	-1.44264	-1.40229	-1.37618	-1.36305	-1.35429	-1.3475	-1.34344	-1.34187	-1.34276	-1.34614	-1.35209	-1.36077	-1.37238	-1.38721	-1.40566	-1.42827	-1.45576	-1.49085	-1.52975	-1.5824	-1.6424
-0.683	-2.05643	-1.89497	-1.76713	-1.66811	-1.59686	-1.54748	-1.5118	-1.48915	-1.47857	-1.47227	-1.46801	-1.46632	-1.46679	-1.46936	-1.47396	-1.48063	-1.48945	-1.50108	-1.51593	-1.53441	-1.55704	-1.58455	-1.61967	-1.65858	-1.71126	-1.77128
-0.533	-2.10256	-1.94188	-1.82064	-1.72851	-1.66215	-1.61567	-1.58247	-1.56228	-1.55442	-1.55214	-1.55182	-1.55391	-1.55795	-1.56386	-1.57172	-1.582	-1.59487	-1.61052	-1.62922	-1.65131	-1.67727	-1.70774	-1.74543	-1.78608	-1.83959	-1.89964
-0.383	-2.16719	-1.99241	-1.86003	-1.76283	-1.6947	-1.64761	-1.61394	-1.59258	-1.58216	-1.57628	-1.57285	-1.57287	-1.57618	-1.58294	-1.5934	-1.60736	-1.62377	-1.64275	-1.66455	-1.68948	-1.71799	-1.75063	-1.79067	-1.8341	-1.89162	-1.95607
-0.233	-2.22223	-2.04388	-1.90477	-1.799	-1.72324	-1.68231	-1.64363	-1.61867	-1.6049	-1.59555	-1.58852	-1.58666	-1.58732	-1.59049	-1.59628	-1.60521	-1.61758	-1.6338	-1.65441	-1.68018	-1.71137	-1.74734	-1.79108	-1.83779	-1.89869	-1.966
-0.083	-2.26348	-2.07688	-1.92952	-1.8155	-1.73149	-1.71681	-1.67123	-1.63937	-1.6187	-1.60245	-1.58852	-1.58666	-1.58732	-1.59049	-1.59628	-1.60521	-1.61758	-1.6338	-1.65441	-1.68018	-1.71137	-1.74734	-1.79108	-1.83779	-1.89869	-1.966
0.067	-2.35423	-2.14948	-1.98397	-1.8518	-1.74964	-1.75131	-1.69883	-1.66007	-1.6325	-1.60935	-1.58852	-1.58666	-1.58732	-1.59049	-1.59628	-1.60521	-1.61758	-1.6338	-1.65441	-1.68018	-1.71137	-1.74734	-1.79108	-1.83779	-1.89869	-1.966
0.217	-2.49448	-2.26168	-2.06812	-1.9079	-1.77769	-1.78581	-1.72643	-1.68077	-1.6463	-1.61625	-1.58852	-1.58666	-1.58732	-1.59049	-1.59628	-1.60521	-1.61758	-1.6338	-1.65441	-1.68018	-1.71137	-1.74734	-1.79108	-1.83779	-1.89869	-1.966
0.367	-2.68422	-2.41348	-2.18197	-1.98381	-1.81564	-1.82031	-1.75403	-1.70147	-1.6601	-1.62315	-1.58852	-1.58666	-1.58732	-1.59049	-1.59628	-1.60521	-1.61758	-1.6338	-1.65441	-1.68018	-1.71137	-1.74734	-1.79108	-1.83779	-1.89869	-1.966
0.517	-2.92348	-2.60488	-2.32552	-2.07951	-1.86349	-1.85481	-1.78163	-1.72217	-1.6739	-1.63005	-1.58852	-1.58666	-1.58732	-1.59049	-1.59628	-1.60521	-1.61758	-1.6338	-1.65441	-1.68018	-1.71137	-1.74734	-1.79108	-1.83779	-1.89869	-1.966
0.667	-3.21223	-2.83588	-2.49877	-2.19501	-1.92124	-1.88931	-1.80923	-1.74287	-1.6877	-1.63695	-1.58852	-1.58666	-1.58732	-1.59049	-1.59628	-1.60521	-1.61758	-1.6338	-1.65441	-1.68018	-1.71137	-1.74734	-1.79108	-1.83779	-1.89869	-1.966
0.817	-3.55048	-3.10648	-2.70172	-2.33031	-1.98889	-1.92381	-1.83683	-1.76357	-1.7015	-1.64385	-1.58852	-1.58666	-1.58732	-1.59049	-1.59628	-1.60521	-1.61758	-1.6338	-1.65441	-1.68018	-1.71137	-1.74734	-1.79108	-1.83779	-1.89869	-1.966
0.967	-3.93823	-3.41668	-2.93437	-2.48541	-2.06644	-1.95831	-1.86443	-1.78427	-1.7153	-1.65075	-1.58852	-1.58666	-1.58732	-1.59049	-1.59628	-1.60521	-1.61758	-1.6338	-1.65441	-1.68018	-1.71137	-1.74734	-1.79108	-1.83779	-1.89869	-1.966
1.117	-4.37547	-3.76648	-3.19672	-2.6603	-2.15389	-1.99281	-1.89203	-1.80497	-1.7291	-1.65765	-1.58852	-1.58666	-1.58732	-1.59049	-1.59628	-1.60521	-1.61758	-1.6338	-1.65441	-1.68018	-1.71137	-1.74734	-1.79108	-1.83779	-1.89869	-1.966

